source_file,source_page,serial_no,date,date_raw,transmission_zone,voltage_class_kv,asset_station_text,station_codes,opened_at,closed_at,duration_text,duration_minutes,opened_hour,opened_hour_bucket,remarks,outage_type,raw_text
OUTAGES JAN-26.pdf,7,179,02/01/26,02-Jan-26,BANGALORE,66,HV2 PADMANABHANAGARA,,9:42,9:47,0:05,5,9,day_other,TRIPPED ON FAULT,forced,BANGALORE 66 HV2 PADMANABHANAGARA 09:42 09:47 00:05 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,7,180,02/01/26,02-Jan-26,BANGALORE,66,HV2 HOSUR RAMAPURA,,16:32,16:36,0:04,4,16,day_other,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 HOSUR RAMAPURA 16:32 16:36 00:04 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,7,181,02/01/26,02-Jan-26,BANGALORE,220,220KV DEVANAHALLI 400 GIS - NRS DB PURA 220 2NO STATION AFFECTED,,0:00,23:59,23:59,1439,0,night_offpeak,TRIPPED ON FAULT,forced,BANGALORE 220220KV DEVANAHALLI 400 GIS - NRS DB PURA 220 2NO STATION AFFECTED 00:00 23:59 23:59 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,12,323,03/01/26,03-Jan-26,BANGALORE,66,"66KV GOWRIBIDANUR 220 - ALIPURA ALIPURA, THONDEBHAVI",,13:35,14:56,1:21,81,13,solar_window,TRIPPED ON FAULT,forced,"BANGALORE 66 66KV GOWRIBIDANUR 220 - ALIPURA ALIPURA, THONDEBHAVI 13:35 14:56 01:21 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,12,324,03/01/26,03-Jan-26,BANGALORE,66,"66KV GOWRIBIDANUR 220 - ALIPURA ALIPURA, THONDEBHAVI",,14:56,16:16,1:20,80,14,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,"BANGALORE 66 66KV GOWRIBIDANUR 220 - ALIPURA ALIPURA, THONDEBHAVI 14:56 16:16 01:20 LINE CLEAR AVAILED"
OUTAGES JAN-26.pdf,12,325,03/01/26,03-Jan-26,BANGALORE,66,"66KV GOWRIBIDANUR 220 - D PALYAD PALYA, GUDIBANDE, MANDIKAL",,13:40,14:05,0:25,25,13,solar_window,LOAD CURTAILMENT,load_curtailment,"BANGALORE 66 66KV GOWRIBIDANUR 220 - D PALYAD PALYA, GUDIBANDE, MANDIKAL13:40 14:05 00:25 LOAD CURTAILMENT"
OUTAGES JAN-26.pdf,12,326,03/01/26,03-Jan-26,BANGALORE,66,"66KV GOWRIBIDANUR 220 - D PALYAD PALYA, GUDIBANDE, MANDIKAL",,13:25,13:38,0:13,13,13,solar_window,MAIN SUPPLY FAILED,forced,"BANGALORE 66 66KV GOWRIBIDANUR 220 - D PALYAD PALYA, GUDIBANDE, MANDIKAL13:25 13:38 00:13 MAIN SUPPLY FAILED"
OUTAGES JAN-26.pdf,12,327,03/01/26,03-Jan-26,BANGALORE,66,"66KV GOWRIBIDANUR 220 - D PALYAD PALYA, GUDIBANDE, MANDIKAL",,16:50,16:55,0:05,5,16,day_other,LINE CLEAR AVAILED,planned_or_line_clear,"BANGALORE 66 66KV GOWRIBIDANUR 220 - D PALYAD PALYA, GUDIBANDE, MANDIKAL16:50 16:55 00:05 LINE CLEAR AVAILED"
OUTAGES JAN-26.pdf,12,328,03/01/26,03-Jan-26,BANGALORE,66,66KV GOWRIBIDANUR 220 - KUDUMULAKUNTEKUDUMULAKUNTE,,13:25,13:35,0:10,10,13,solar_window,MAIN SUPPLY FAILED,forced,BANGALORE 6666KV GOWRIBIDANUR 220 - KUDUMULAKUNTEKUDUMULAKUNTE 13:25 13:35 00:10 MAIN SUPPLY FAILED
OUTAGES JAN-26.pdf,12,329,03/01/26,03-Jan-26,BANGALORE,66,66KV GOWRIBIDANUR 220 - KUDUMULAKUNTEKUDUMULAKUNTE,,13:37,13:42,0:05,5,13,solar_window,LOAD CURTAILMENT,load_curtailment,BANGALORE 6666KV GOWRIBIDANUR 220 - KUDUMULAKUNTEKUDUMULAKUNTE 13:37 13:42 00:05 LOAD CURTAILMENT
OUTAGES JAN-26.pdf,12,330,03/01/26,03-Jan-26,BANGALORE,66,66KV GOWRIBIDANUR 220 - RAMAPURA HOSUR RAMAPURA,,13:40,14:05,0:25,25,13,solar_window,LOAD CURTAILMENT,load_curtailment,BANGALORE 66 66KV GOWRIBIDANUR 220 - RAMAPURA HOSUR RAMAPURA 13:40 14:05 00:25 LOAD CURTAILMENT
OUTAGES JAN-26.pdf,12,331,03/01/26,03-Jan-26,BANGALORE,66,66KV GOWRIBIDANUR 220 - RAMAPURA HOSUR RAMAPURA,,13:25,13:38,0:13,13,13,solar_window,MAIN SUPPLY FAILED,forced,BANGALORE 66 66KV GOWRIBIDANUR 220 - RAMAPURA HOSUR RAMAPURA 13:25 13:38 00:13 MAIN SUPPLY FAILED
OUTAGES JAN-26.pdf,12,332,03/01/26,03-Jan-26,BANGALORE,66,66KV GOWRIBIDANUR 220 - RAMAPURA HOSUR RAMAPURA,,13:10,13:20,0:10,10,13,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV GOWRIBIDANUR 220 - RAMAPURA HOSUR RAMAPURA 13:10 13:20 00:10 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,12,333,03/01/26,03-Jan-26,BANGALORE,66,66KV GOWRIBIDANUR 220 - VATADAHOSAHALLI - MITTEMARI 220VATADAHOSAHALLI,,13:40,14:00,0:20,20,13,solar_window,LOAD CURTAILMENT,load_curtailment,BANGALORE 6666KV GOWRIBIDANUR 220 - VATADAHOSAHALLI - MITTEMARI 220VATADAHOSAHALLI 13:40 14:00 00:20 LOAD CURTAILMENT
OUTAGES JAN-26.pdf,13,334,03/01/26,03-Jan-26,BANGALORE,66,66KV GOWRIBIDANUR 220 - VATADAHOSAHALLI - MITTEMARI 220VATADAHOSAHALLI,,13:25,13:38,0:13,13,13,solar_window,MAIN SUPPLY FAILED,forced,BANGALORE 6666KV GOWRIBIDANUR 220 - VATADAHOSAHALLI - MITTEMARI 220VATADAHOSAHALLI 13:25 13:38 00:13 MAIN SUPPLY FAILED
OUTAGES JAN-26.pdf,13,335,03/01/26,03-Jan-26,BANGALORE,66,"66KV GOWRIBIDANUR 220 - VIDHURASHWATHAVIDHURASHWATHA, GUNDLU KOTTUR",,13:25,13:35,0:10,10,13,solar_window,MAIN SUPPLY FAILED,forced,"BANGALORE 6666KV GOWRIBIDANUR 220 - VIDHURASHWATHAVIDHURASHWATHA, GUNDLU KOTTUR13:25 13:35 00:10 MAIN SUPPLY FAILED"
OUTAGES JAN-26.pdf,13,336,03/01/26,03-Jan-26,BANGALORE,66,"66KV GOWRIBIDANUR 220 - VIDHURASHWATHAVIDHURASHWATHA, GUNDLU KOTTUR",,13:37,13:42,0:05,5,13,solar_window,LOAD CURTAILMENT,load_curtailment,"BANGALORE 6666KV GOWRIBIDANUR 220 - VIDHURASHWATHAVIDHURASHWATHA, GUNDLU KOTTUR13:37 13:42 00:05 LOAD CURTAILMENT"
OUTAGES JAN-26.pdf,13,337,03/01/26,03-Jan-26,BANGALORE,66,66KV MALUR 220 - MALUR I/A NO STATION AFFECTED,,9:32,9:46,0:14,14,9,day_other,TRIPPED ON FAULT,forced,BANGALORE 66 66KV MALUR 220 - MALUR I/A NO STATION AFFECTED 09:32 09:46 00:14 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,13,338,03/01/26,03-Jan-26,BANGALORE,66,66KV SOMANAHALLI 220 - BG ROAD - ANJANAPURA (JIGANI 2)ANJANAPURA,,10:14,10:19,0:05,5,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 6666KV SOMANAHALLI 220 - BG ROAD - ANJANAPURA (JIGANI 2)ANJANAPURA 10:14 10:19 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,339,03/01/26,03-Jan-26,BANGALORE,66,66KV T GOLLAHALLI 220 - KGF 1 NO STATION AFFECTED,,0:00,23:59,23:59,1439,0,night_offpeak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV T GOLLAHALLI 220 - KGF 1 NO STATION AFFECTED 00:00 23:59 23:59 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,340,03/01/26,03-Jan-26,BANGALORE,66,HV1 L R BANDE,,14:48,14:53,0:05,5,14,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV1 L R BANDE 14:48 14:53 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,341,03/01/26,03-Jan-26,BANGALORE,66,HV1 POTTERY ROAD,,12:44,12:46,0:02,2,12,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV1 POTTERY ROAD 12:44 12:46 00:02 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,342,03/01/26,03-Jan-26,BANGALORE,66,HV1 SOUTH CITY,,10:39,10:44,0:05,5,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV1 SOUTH CITY 10:39 10:44 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,343,03/01/26,03-Jan-26,BANGALORE,66,HV1 SOUTH CITY,,21:06,21:11,0:05,5,21,evening_peak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV1 SOUTH CITY 21:06 21:11 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,344,03/01/26,03-Jan-26,BANGALORE,66,HV1 GOWRIBIDANUR 220,,13:41,14:13,0:32,32,13,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV1 GOWRIBIDANUR 220 13:41 14:13 00:32 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,345,03/01/26,03-Jan-26,BANGALORE,66,HV2 REMCO,,10:15,10:20,0:05,5,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 REMCO 10:15 10:20 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,346,03/01/26,03-Jan-26,BANGALORE,66,HV2 SOUTH CITY,,10:39,10:44,0:05,5,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 SOUTH CITY 10:39 10:44 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,347,03/01/26,03-Jan-26,BANGALORE,66,HV2 SOUTH CITY,,21:06,21:11,0:05,5,21,evening_peak,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 SOUTH CITY 21:06 21:11 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,348,03/01/26,03-Jan-26,BANGALORE,66,HV2 VOLVO,,13:06,13:45,0:39,39,13,solar_window,TRIPPED ON FAULT,forced,BANGALORE 66 HV2 VOLVO 13:06 13:45 00:39 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,13,349,03/01/26,03-Jan-26,BANGALORE,66,HV2 IRAGAMPALLI,,10:41,10:44,0:03,3,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 IRAGAMPALLI 10:41 10:44 00:03 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,350,03/01/26,03-Jan-26,BANGALORE,66,HV2 GOWRIBIDANUR 220,,13:41,13:56,0:15,15,13,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 GOWRIBIDANUR 220 13:41 13:56 00:15 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,351,03/01/26,03-Jan-26,BANGALORE,66,HV2 ADDAGAL,,19:22,19:34,0:12,12,19,evening_peak,TRIPPED ON FAULT,forced,BANGALORE 66 HV2 ADDAGAL 19:22 19:34 00:12 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,13,352,03/01/26,03-Jan-26,BANGALORE,66,HV2 MUDIYANUR,,15:15,15:31,0:16,16,15,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 HV2 MUDIYANUR 15:15 15:31 00:16 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,13,353,03/01/26,03-Jan-26,BANGALORE,220,220KV DEVANAHALLI 400 GIS - NRS DB PURA 220 2NO STATION AFFECTED,,0:00,23:59,23:59,1439,0,night_offpeak,TRIPPED ON FAULT,forced,BANGALORE 220220KV DEVANAHALLI 400 GIS - NRS DB PURA 220 2NO STATION AFFECTED 00:00 23:59 23:59 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,13,354,03/01/26,03-Jan-26,BANGALORE,220,220KV GOWRIBIDANUR 220 - KIADB DB PURA 220KIADB DB PURA 220,,13:25,13:36,0:11,11,13,solar_window,MAIN SUPPLY FAILED,forced,BANGALORE 220220KV GOWRIBIDANUR 220 - KIADB DB PURA 220KIADB DB PURA 220 13:25 13:36 00:11 MAIN SUPPLY FAILED
OUTAGES JAN-26.pdf,13,355,03/01/26,03-Jan-26,BANGALORE,220,220KV GOWRIBIDANUR 220 - SIRA 1 GOWRIBIDANUR 220,,13:25,13:38,0:13,13,13,solar_window,MAIN SUPPLY FAILED,forced,BANGALORE 220 220KV GOWRIBIDANUR 220 - SIRA 1 GOWRIBIDANUR 220 13:25 13:38 00:13 MAIN SUPPLY FAILED
OUTAGES JAN-26.pdf,13,356,03/01/26,03-Jan-26,BANGALORE,220,220KV GOWRIBIDANUR 220 - SIRA 2 GOWRIBIDANUR 220,,13:25,13:38,0:13,13,13,solar_window,MAIN SUPPLY FAILED,forced,BANGALORE 220 220KV GOWRIBIDANUR 220 - SIRA 2 GOWRIBIDANUR 220 13:25 13:38 00:13 MAIN SUPPLY FAILED
OUTAGES JAN-26.pdf,16,452,04/01/26,04-Jan-26,BANGALORE,66,66KV ABBIGERE - ATTURU - MANYATA DG-3 ABBIGERE,,13:56,14:34,0:38,38,13,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV ABBIGERE - ATTURU - MANYATA DG-3 ABBIGERE 13:56 14:34 00:38 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,17,453,04/01/26,04-Jan-26,BANGALORE,66,66KV ATTURU - PLATINUM CITY - SAHAKARNAGAR 66 DG-4ATTUR YELAHANKA,,10:58,11:00,0:02,2,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 6666KV ATTURU - PLATINUM CITY - SAHAKARNAGAR 66 DG-4ATTUR YELAHANKA 10:58 11:00 00:02 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,17,454,04/01/26,04-Jan-26,BANGALORE,66,66KV CHANNAPATNA 220 - KOTHIPURA 2 - BEVOORBEVOOR,,10:22,10:31,0:09,9,10,solar_window,TRIPPED ON FAULT,forced,BANGALORE 6666KV CHANNAPATNA 220 - KOTHIPURA 2 - BEVOORBEVOOR 10:22 10:31 00:09 TRIPPED ON FAULT
OUTAGES JAN-26.pdf,17,455,04/01/26,04-Jan-26,BANGALORE,66,"66KV DABASPETE 220 - HIREHALLI HIREHALLI, HONNUDIKE",,11:26,11:57,0:31,31,11,solar_window,TRIPPED ON FAULT,forced,"BANGALORE 66 66KV DABASPETE 220 - HIREHALLI HIREHALLI, HONNUDIKE 11:26 11:57 00:31 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,17,456,04/01/26,04-Jan-26,BANGALORE,66,"66KV GOWRIBIDANUR 220 - ALIPURA THONDEBHAVI, ALIPURA",,12:20,13:55,1:35,95,12,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,"BANGALORE 66 66KV GOWRIBIDANUR 220 - ALIPURA THONDEBHAVI, ALIPURA 12:20 13:55 01:35 LINE CLEAR AVAILED"
OUTAGES JAN-26.pdf,17,457,04/01/26,04-Jan-26,BANGALORE,66,"66KV KANAKAPURA 220 - ACHALU ACHALU, HONNIGANAHALLI",,12:06,12:11,0:05,5,12,solar_window,TRIPPED ON FAULT,forced,"BANGALORE 66 66KV KANAKAPURA 220 - ACHALU ACHALU, HONNIGANAHALLI 12:06 12:11 00:05 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,17,458,04/01/26,04-Jan-26,BANGALORE,66,66KV KHODAYS 220 - ANJANAPURA ANJANAPURA,,13:05,13:10,0:05,5,13,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 66 66KV KHODAYS 220 - ANJANAPURA ANJANAPURA 13:05 13:10 00:05 LINE CLEAR AVAILED
OUTAGES JAN-26.pdf,17,459,04/01/26,04-Jan-26,BANGALORE,66,"66KV KOTHIPURA 220 - MELEHALLI - KEMPANAHALLIMELEHALLI, CHIKKAGANGANAWADI, KUTAGAL, MATHIKERE, JALAMANGALA, KEMPANAHALLI",,18:22,18:31,0:09,9,18,evening_peak,TRIPPED ON FAULT,forced,"BANGALORE 6666KV KOTHIPURA 220 - MELEHALLI - KEMPANAHALLIMELEHALLI, CHIKKAGANGANAWADI, KUTAGAL, MATHIKERE, JALAMANGALA, KEMPANAHALLI18:22 18:31 00:09 TRIPPED ON FAULT"
OUTAGES JAN-26.pdf,17,460,04/01/26,04-Jan-26,BANGALORE,66,"66KV MAGADI 220 - AGALAKOTE - MATHIKEREMATHIKERE, AGALAKOTE",,16:55,18:00,1:05,65,16,day_other,LINE CLEAR AVAILED,planned_or_line_clear,"BANGALORE 6666KV MAGADI 220 - AGALAKOTE - MATHIKEREMATHIKERE, AGALAKOTE 16:55 18:00 01:05 LINE CLEAR AVAILED"
OUTAGES JAN-26.pdf,17,461,04/01/26,04-Jan-26,BANGALORE,66,"66KV MAGADI 220 - AGALAKOTE - MATHIKEREMATHIKERE, AGALAKOTE, KEMPANAHALLI",,10:03,10:13,0:10,10,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,"BANGALORE 6666KV MAGADI 220 - AGALAKOTE - MATHIKEREMATHIKERE, AGALAKOTE, KEMPANAHALLI10:03 10:13 00:10 LINE CLEAR AVAILED"
OUTAGES JAN-26.pdf,17,462,04/01/26,04-Jan-26,BANGALORE,66,"66KV MAGADI 220 - MAGADI 66 -HOSPALYA - ANCHEPALYAMAGADI 66, HOSPALYA CIRCLE",,10:02,18:00,7:58,478,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,"BANGALORE 6666KV MAGADI 220 - MAGADI 66 -HOSPALYA - ANCHEPALYAMAGADI 66, HOSPALYA CIRCLE10:02 18:00 07:58 LINE CLEAR AVAILED"
OUTAGES JAN-26.pdf,17,463,04/01/26,04-Jan-26,BANGALORE,66,66KV MAGADI 220 - SOLURU (GUDEMARNAHALLI)GUDEMARANAHALLI,,10:02,18:00,7:58,478,10,solar_window,LINE CLEAR AVAILED,planned_or_line_clear,BANGALORE 6666KV MAGADI 220 - SOLURU (GUDEMARNAHALLI)GUDEMARANAHALLI 10:02 18:00 07:58 LINE CLEAR AVAILED
