date,timestamp,hour,day_of_week,load_2024_mw,load_2023_mw,synthetic_ev_demand_mw,predicted_ev_demand_mw,managed_ev_shift_mw,recommended_charge_score,charging_action,grid_stress_index_0_100,outages_active_hour,dominant_power_resource_day,nearest_ev_point_name_hour,nearest_ev_distance_km_hour
2024-01-01,2024-01-01 19:00:00,19,Monday,9200.41,8041.2275,106.673,,0.0,44.15,delay_charge,43.85,19.0,thermal,,
2024-01-01,2024-01-01 20:00:00,20,Monday,8683.057499999999,7463.789999999999,101.808,,0.0,49.97,flexible,38.03,17.0,thermal,,
2024-01-01,2024-01-01 21:00:00,21,Monday,8145.7175,7089.110000000001,105.807,,0.0,69.94,flexible,18.06,17.0,thermal,ev_node_12432219066,45.172369602495486
2024-01-01,2024-01-01 22:00:00,22,Monday,8477.5775,7386.6725,102.947,,0.0,54.58,flexible,33.42,18.0,thermal,Gogate Plaza,66.83240580479446
2024-01-01,2024-01-01 23:00:00,23,Monday,8469.6075,7596.2625,37.82,,0.0,59.06,flexible,28.94,16.0,thermal,,
2024-01-02,2024-01-02 00:00:00,0,Thursday,10049.7425,8638.6425,25.15,,0.0,82.21,charge_now,23.79,16.0,thermal,Tata Power TSS Sirsi,58.819750920147854
2024-01-02,2024-01-02 01:00:00,1,Thursday,10165.52,8299.1475,23.416,,0.0,75.23,charge_now,30.77,15.0,thermal,,
2024-01-02,2024-01-02 02:00:00,2,Thursday,9820.6425,8130.0575,24.063,,0.0,85.97,charge_now,20.03,17.0,thermal,ev_node_5305546325,55.579107881453474
2024-01-02,2024-01-02 03:00:00,3,Thursday,9751.6025,8009.1875,23.788,,0.0,86.78,charge_now,19.22,20.0,thermal,ev_node_6128146875,128.98277230894178
2024-01-02,2024-01-02 04:00:00,4,Thursday,9862.9,8171.300000000001,24.183,,0.0,85.95,charge_now,20.05,14.0,thermal,,
2024-01-02,2024-01-02 05:00:00,5,Thursday,10146.955,8868.8,25.806,,0.0,82.09,charge_now,23.91,12.0,thermal,,
2024-01-02,2024-01-02 06:00:00,6,Thursday,10790.1225,8963.2925,65.893,,0.0,45.71,flexible,42.29,16.0,thermal,Tata Power TSS Sirsi,106.6740459004498
2024-01-02,2024-01-02 07:00:00,7,Thursday,11831.7675,10087.5825,71.901,,0.0,39.39,delay_charge,48.61,17.0,thermal,Tata Power TSS Sirsi,41.48758791407549
2024-01-02,2024-01-02 08:00:00,8,Thursday,13414.3425,11346.4875,79.537,,0.0,36.06,delay_charge,51.94,17.0,thermal,Tata Power TSS Sirsi,71.49865269013978
2024-01-02,2024-01-02 09:00:00,9,Thursday,14102.455,12329.1375,85.771,,0.0,34.56,delay_charge,53.44,14.0,thermal,Tata Power TSS Sirsi,113.7372287796966
2024-01-02,2024-01-02 10:00:00,10,Thursday,16181.9925,14663.57,66.052,,0.0,12.47,delay_charge,75.53,21.0,thermal,ev_node_6128170285,75.68466073994777
2024-01-02,2024-01-02 11:00:00,11,Thursday,16202.295,14227.6425,58.961,,0.0,12.44,delay_charge,75.56,22.0,thermal,Gogate Plaza,38.03059037847488
2024-01-02,2024-01-02 12:00:00,12,Thursday,15956.1675,13709.595,56.814,,0.0,11.44,delay_charge,76.56,30.0,thermal,ev_way_1510242804,107.10634630982288
2024-01-02,2024-01-02 13:00:00,13,Thursday,15642.0275,13630.24,56.757,,0.0,31.84,delay_charge,74.16,30.0,thermal,Tata Power TSS Sirsi,66.88307295
2024-01-02,2024-01-02 14:00:00,14,Thursday,14887.7425,13324.27,56.502,,0.0,35.07,delay_charge,70.93,28.0,thermal,Tata Power TSS Sirsi,63.387965680507115
2024-01-02,2024-01-02 15:00:00,15,Thursday,14648.65,13452.46,59.67,,0.0,43.31,delay_charge,62.69,21.0,thermal,Gogate Plaza,95.2430735038248
2024-01-02,2024-01-02 16:00:00,16,Thursday,14591.1575,13024.56,63.017,,0.0,25.97,delay_charge,62.03,24.0,thermal,ev_node_13238855163,121.90024039584291
2024-01-02,2024-01-02 17:00:00,17,Thursday,13731.14,11435.97,140.057,,0.0,28.32,delay_charge,59.68,26.0,thermal,Tata Power TSS Sirsi,193.74875183679936
2024-01-02,2024-01-02 18:00:00,18,Thursday,11672.2575,10047.84,128.992,,0.0,37.5,delay_charge,50.5,21.0,thermal,ev_node_6128146875,78.22681397374609
2024-01-02,2024-01-02 19:00:00,19,Thursday,10600.525,9595.835,130.705,,0.0,49.67,flexible,38.33,13.0,thermal,ev_node_5305546325,48.96221597778726
2024-01-02,2024-01-02 20:00:00,20,Thursday,10204.3525,8762.050000000001,123.948,,0.0,57.83,flexible,30.17,10.0,thermal,,
2024-01-02,2024-01-02 21:00:00,21,Thursday,9460.685,8178.57,126.31,,0.0,78.0,charge_now,10.0,9.0,thermal,Tata Power TSS Sirsi,102.92640167258226
2024-01-02,2024-01-02 22:00:00,22,Thursday,10158.4775,8358.8625,120.682,,0.0,62.36,flexible,25.64,10.0,thermal,Gogate Plaza,21.60210015268762
2024-01-02,2024-01-02 23:00:00,23,Thursday,10237.845,9047.095,44.526,,0.0,56.52,flexible,31.48,9.0,thermal,,
2024-01-03,2024-01-03 00:00:00,0,Friday,11483.88,10132.4525,28.216,,0.0,72.37,charge_now,33.63,18.0,thermal,Tata Power TSS Sirsi,76.48362195338649
2024-01-03,2024-01-03 01:00:00,1,Friday,11430.6145,9842.685,27.793,,0.0,75.4,charge_now,30.6,17.0,thermal,Gogate Plaza,65.81821798409116
2024-01-03,2024-01-03 02:00:00,2,Friday,10861.5435,9343.4325,27.942,,0.0,88.37,charge_now,17.63,15.0,thermal,ev_node_6128146875,109.45312206315268
2024-01-03,2024-01-03 03:00:00,3,Friday,10763.722,9425.1,28.501,,0.0,90.96,charge_now,15.04,16.0,thermal,,
2024-01-03,2024-01-03 04:00:00,4,Friday,11071.333,9913.107499999998,28.739,,0.0,81.26,charge_now,24.74,15.0,thermal,ev_node_6128170285,31.54909796841668
2024-01-03,2024-01-03 05:00:00,5,Friday,11567.235,9874.275,27.399,,0.0,71.6,flexible,34.4,14.0,thermal,ev_node_6128170285,31.54909796841668
2024-01-03,2024-01-03 06:00:00,6,Friday,11853.5735,9929.2625,71.293,,0.0,40.87,delay_charge,47.13,27.0,thermal,Tata Power TSS Sirsi,84.90152362276386
2024-01-03,2024-01-03 07:00:00,7,Friday,13126.315,10731.6125,75.299,,0.0,36.25,delay_charge,51.75,24.0,thermal,Tata Power TSS Sirsi,61.65088016410078
2024-01-03,2024-01-03 08:00:00,8,Friday,14399.9075,11711.485,81.648,,0.0,34.98,delay_charge,53.02,22.0,thermal,Gogate Plaza,36.08882415446071
2024-01-03,2024-01-03 09:00:00,9,Friday,14853.2025,13942.4225,96.88,,0.0,34.33,delay_charge,53.67,21.0,thermal,Ather Grid,42.50259141315715
2024-01-03,2024-01-03 10:00:00,10,Friday,16583.5725,15214.7825,68.57,,0.0,13.09,delay_charge,74.91,28.0,thermal,ev_node_5305546325,64.37818349349375
2024-01-03,2024-01-03 11:00:00,11,Friday,16692.265,15374.225,64.386,,0.0,14.85,delay_charge,73.15,21.0,thermal,Tata Power TSS Sirsi,43.890306690637175
2024-01-03,2024-01-03 12:00:00,12,Friday,16670.28,14780.9975,61.255,,0.0,11.91,delay_charge,76.09,30.0,thermal,ev_way_1510242804,103.91462784297528
2024-01-03,2024-01-03 13:00:00,13,Friday,16111.705,14906.24,64.181,,0.0,37.82,delay_charge,68.18,24.0,thermal,ev_node_12432219066,45.172369602495486
2024-01-03,2024-01-03 14:00:00,14,Friday,15564.3825,14550.78,65.452,,0.0,45.95,flexible,60.05,23.0,thermal,Tata Power TSS Sirsi,84.90264661087214
2024-01-03,2024-01-03 15:00:00,15,Friday,15657.325,14809.71,66.413,,0.0,45.37,flexible,60.63,21.0,thermal,Gogate Plaza,67.32542269505969
2024-01-03,2024-01-03 16:00:00,16,Friday,15826.775,14488.3,68.723,,0.0,22.28,delay_charge,65.72,25.0,thermal,Tata Power TSS Sirsi,91.98319077502084
2024-01-03,2024-01-03 17:00:00,17,Friday,15010.2475,12807.2,155.73,,0.0,26.96,delay_charge,61.04,28.0,thermal,Tata Power TSS Sirsi,120.03634852433252
2024-01-03,2024-01-03 18:00:00,18,Friday,12930.3875,11331.41,145.048,,0.0,36.92,delay_charge,51.08,25.0,thermal,ev_node_13238855163,80.60188913898261
2024-01-03,2024-01-03 19:00:00,19,Friday,11594.5475,10407.4725,141.043,,0.0,48.6,flexible,39.4,16.0,thermal,ev_node_5305546325,98.9248978242454
2024-01-03,2024-01-03 20:00:00,20,Friday,10974.4975,9823.5525,146.045,,0.0,69.03,flexible,18.97,13.0,thermal,,
2024-01-03,2024-01-03 21:00:00,21,Friday,10482.58,9172.7575,141.64,,0.0,77.96,charge_now,10.04,11.0,thermal,,
2024-01-03,2024-01-03 22:00:00,22,Friday,11057.2175,9906.759999999998,146.912,,0.0,68.45,flexible,19.55,10.0,thermal,,
2024-01-03,2024-01-03 23:00:00,23,Friday,11390.16,10778.34,114.768,,0.0,64.43,flexible,23.57,9.0,thermal,ev_node_11178123519,0.8758733477796979
2024-01-04,2024-01-04 00:00:00,0,Monday,11320.3675,10833.3325,33.148,,0.0,93.75,charge_now,12.25,13.0,thermal,Tata Power TSS Sirsi,58.819750920147854
2024-01-04,2024-01-04 01:00:00,1,Monday,11769.7975,10760.695,30.408,,0.0,75.57,charge_now,30.43,13.0,thermal,,
2024-01-04,2024-01-04 02:00:00,2,Monday,11627.54,10400.3425,30.557,,0.0,84.29,charge_now,21.71,12.0,thermal,Tata Power TSS Sirsi,62.19599978511969
2024-01-04,2024-01-04 03:00:00,3,Monday,11376.7375,10189.1225,30.996,,0.0,92.37,charge_now,13.63,11.0,thermal,Tata Power TSS Sirsi,56.67538154442436
2024-01-04,2024-01-04 04:00:00,4,Monday,11398.5425,10509.4475,31.477,,0.0,88.72,charge_now,17.28,13.0,thermal,,
2024-01-04,2024-01-04 05:00:00,5,Monday,11739.74,10618.18,30.678,,0.0,80.49,charge_now,25.51,10.0,thermal,ev_node_12432219066,49.77600379170063
2024-01-04,2024-01-04 06:00:00,6,Monday,11953.32,10910.6575,81.838,,0.0,49.93,flexible,38.07,17.0,thermal,Tata Power TSS Sirsi,71.00265468
2024-01-04,2024-01-04 07:00:00,7,Monday,13220.815,11419.5525,82.486,,0.0,42.09,delay_charge,45.91,12.0,thermal,Tata Power TSS Sirsi,58.71534848709102
2024-01-04,2024-01-04 08:00:00,8,Monday,13911.9325,11837.71,84.195,,0.0,38.96,delay_charge,49.04,14.0,thermal,Gogate Plaza,105.79199336352842
2024-01-04,2024-01-04 09:00:00,9,Monday,14262.515,12365.5975,88.392,,0.0,39.97,delay_charge,48.03,10.0,thermal,Tata Power TSS Sirsi,92.9473373539412
2024-01-04,2024-01-04 10:00:00,10,Monday,16248.9775,14719.0225,67.628,,0.0,16.5,delay_charge,71.5,18.0,thermal,ev_node_5305546325,59.65637094063328
2024-01-04,2024-01-04 11:00:00,11,Monday,16567.125,15184.5,64.372,,0.0,17.02,delay_charge,70.98,14.0,thermal,Tata Power TSS Sirsi,98.94997058910504
2024-01-04,2024-01-04 12:00:00,12,Monday,16498.1075,14854.07,62.665,,0.0,16.15,delay_charge,71.85,19.0,thermal,Ather Grid,97.80496854
2024-01-04,2024-01-04 13:00:00,13,Monday,15879.6675,14607.2575,60.991,,0.0,32.32,delay_charge,73.68,27.0,thermal,Tata Power TSS Sirsi,56.67538154442436
2024-01-04,2024-01-04 14:00:00,14,Monday,14946.0,14396.78,61.994,,0.0,37.84,delay_charge,68.16,29.0,thermal,ev_node_5305546325,52.39539283986588
2024-01-04,2024-01-04 15:00:00,15,Monday,15781.9725,14435.325,62.895,,0.0,39.99,delay_charge,66.01,23.0,thermal,Gogate Plaza,81.17262428733169
2024-01-04,2024-01-04 16:00:00,16,Monday,15837.005,14171.3125,65.812,,0.0,18.42,delay_charge,69.58,26.0,thermal,Tata Power TSS Sirsi,116.83161859409266
2024-01-04,2024-01-04 17:00:00,17,Monday,14656.5975,12441.99,147.294,,0.0,21.97,delay_charge,66.03,29.0,thermal,Tata Power TSS Sirsi,128.6945265080498
2024-01-04,2024-01-04 18:00:00,18,Monday,13042.6475,11227.7775,142.377,,0.0,35.06,delay_charge,52.94,24.0,thermal,ev_node_10178076779,81.38608528245202
2024-01-04,2024-01-04 19:00:00,19,Monday,11855.6,10857.7625,151.415,,0.0,54.71,flexible,33.29,12.0,thermal,ev_node_5305546325,48.96221597778726
2024-01-04,2024-01-04 20:00:00,20,Monday,11566.7525,10569.5575,157.326,,0.0,69.31,flexible,18.69,11.0,thermal,Tata Power TSS Sirsi,94.30063925717462
2024-01-04,2024-01-04 21:00:00,21,Monday,11687.405,9938.445,144.421,,0.0,63.82,flexible,24.18,12.0,thermal,,
2024-01-04,2024-01-04 22:00:00,22,Monday,12043.5875,10650.8725,144.931,,0.0,49.46,flexible,38.54,14.0,thermal,Tata Power TSS Sirsi,193.74875183679936
2024-01-04,2024-01-04 23:00:00,23,Monday,12845.3275,11476.175,54.225,,0.0,47.79,flexible,40.21,12.0,thermal,Tata Power TSS Sirsi,56.67538154442436
2024-01-05,2024-01-05 00:00:00,0,Wednesday,11981.325,8769.092499999999,23.136,,0.0,61.0,flexible,45.0,19.0,thermal,Tata Power TSS Sirsi,58.819750920147854
2024-01-05,2024-01-05 01:00:00,1,Wednesday,12388.215,8365.6375,21.899,,0.0,59.4,flexible,46.6,17.0,thermal,ev_node_6128170285,31.54909796841668
2024-01-05,2024-01-05 02:00:00,2,Wednesday,11848.885,8156.835,22.02,,0.0,65.76,flexible,40.24,15.0,thermal,Tata Power TSS Sirsi,62.19599978511969
2024-01-05,2024-01-05 03:00:00,3,Wednesday,11690.8825,8145.41,22.842,,0.0,73.89,charge_now,32.11,15.0,thermal,,
2024-01-05,2024-01-05 04:00:00,4,Wednesday,11628.1525,8325.1075,23.983,,0.0,79.84,charge_now,26.16,14.0,thermal,,
2024-01-05,2024-01-05 05:00:00,5,Wednesday,11612.565,8240.51,23.762,,0.0,80.05,charge_now,25.95,17.0,thermal,ev_node_6128146875,52.36081503180373
2024-01-05,2024-01-05 06:00:00,6,Wednesday,11828.69,8484.635,63.902,,0.0,50.8,flexible,37.2,15.0,thermal,Tata Power TSS Sirsi,56.69171376235424
2024-01-05,2024-01-05 07:00:00,7,Wednesday,12408.63,9020.4875,64.551,,0.0,40.19,delay_charge,47.81,15.0,thermal,Tata Power TSS Sirsi,58.71534848709102
2024-01-05,2024-01-05 08:00:00,8,Wednesday,12744.7425,9324.350000000002,64.732,,0.0,34.15,delay_charge,53.85,20.0,thermal,Gogate Plaza,20.596200640695844
2024-01-05,2024-01-05 09:00:00,9,Wednesday,13030.105,10097.1775,69.515,,0.0,32.52,delay_charge,55.48,19.0,thermal,Tata Power TSS Sirsi,38.521889517413825
2024-01-05,2024-01-05 10:00:00,10,Wednesday,14767.365,11136.295,50.163,,0.0,10.36,delay_charge,77.64,25.0,thermal,ev_node_5305546325,58.44368296846798
2024-01-05,2024-01-05 11:00:00,11,Wednesday,14920.905,11254.91,47.239,,0.0,15.24,delay_charge,72.76,19.0,thermal,Tata Power TSS Sirsi,73.29491796114777
2024-01-05,2024-01-05 12:00:00,12,Wednesday,14943.5225,11334.0275,47.595,,0.0,15.33,delay_charge,72.67,16.0,thermal,ev_way_1510242804,79.63565271677633
2024-01-05,2024-01-05 13:00:00,13,Wednesday,14716.375,11346.2625,49.146,,0.0,38.91,delay_charge,67.09,18.0,thermal,Ather Grid,51.01567932702076
2024-01-05,2024-01-05 14:00:00,14,Wednesday,14318.6,11062.015,50.217,,0.0,47.7,flexible,58.3,16.0,thermal,Tata Power TSS Sirsi,55.52394972573899
2024-01-05,2024-01-05 15:00:00,15,Wednesday,14494.2025,10718.565,48.318,,0.0,46.36,flexible,59.64,15.0,thermal,Gogate Plaza,95.37928444
2024-01-05,2024-01-05 16:00:00,16,Wednesday,14563.7,10607.36,51.341,,0.0,26.04,delay_charge,61.96,15.0,thermal,Tata Power TSS Sirsi,107.29951123500784
2024-01-05,2024-01-05 17:00:00,17,Wednesday,13251.9725,9736.41,119.236,,0.0,28.31,delay_charge,59.69,19.0,thermal,Tata Power TSS Sirsi,75.60356003753886
2024-01-05,2024-01-05 18:00:00,18,Wednesday,11710.5,9186.9375,120.37,,0.0,41.61,delay_charge,46.39,27.0,thermal,ev_node_6128170285,72.07288216416013
2024-01-05,2024-01-05 19:00:00,19,Wednesday,10949.1125,8784.64,129.22,,0.0,66.59,flexible,21.41,16.0,thermal,ev_node_5305546325,48.96221597778726
2024-01-05,2024-01-05 20:00:00,20,Wednesday,10816.865,8896.529999999999,131.999,,0.0,68.57,flexible,19.43,18.0,thermal,Tata Power TSS Sirsi,35.216042138629255
2024-01-05,2024-01-05 21:00:00,21,Wednesday,10379.22,8275.1025,124.68,,0.0,72.14,charge_now,15.86,16.0,thermal,,
2024-01-05,2024-01-05 22:00:00,22,Wednesday,11139.5125,8158.3475,118.7,,0.0,64.1,flexible,23.9,16.0,thermal,Honda e:swap,96.98172724897876
2024-01-05,2024-01-05 23:00:00,23,Wednesday,11656.665,8382.385,41.793,,0.0,59.37,flexible,28.63,13.0,thermal,Tata Power TSS Sirsi,44.11223975642052
2024-01-06,2024-01-06 00:00:00,0,Saturday,9591.1,8488.92,21.631,,0.0,80.99,charge_now,25.01,7.0,thermal,Tata Power TSS Sirsi,61.07058349679574
2024-01-06,2024-01-06 01:00:00,1,Saturday,9610.205,8149.895,20.533,,0.0,78.45,charge_now,27.55,7.0,thermal,,
2024-01-06,2024-01-06 02:00:00,2,Saturday,9408.715,7705.3025,19.728,,0.0,82.06,charge_now,23.94,10.0,thermal,Ather Grid,66.16549281827857
2024-01-06,2024-01-06 03:00:00,3,Saturday,9131.7275,7441.345,19.943,,0.0,92.64,charge_now,13.36,8.0,thermal,ev_node_6128146875,91.09624169104124
2024-01-06,2024-01-06 04:00:00,4,Saturday,9354.72,7505.285,19.486,,0.0,85.24,charge_now,20.76,8.0,thermal,,
2024-01-06,2024-01-06 05:00:00,5,Saturday,9296.03,7781.5075,20.163,,0.0,84.79,charge_now,21.21,17.0,thermal,BluSmart Charging Station,71.35900957577971
2024-01-06,2024-01-06 06:00:00,6,Saturday,10359.7525,8395.835,55.073,,0.0,48.61,flexible,39.39,14.0,thermal,Tata Power TSS Sirsi,122.74789340497492
2024-01-06,2024-01-06 07:00:00,7,Saturday,10580.8775,9656.13,63.138,,0.0,47.94,flexible,40.06,13.0,thermal,Tata Power TSS Sirsi,79.62023503905986
2024-01-06,2024-01-06 08:00:00,8,Saturday,11483.45,9719.5775,61.464,,0.0,41.04,delay_charge,46.96,15.0,thermal,Tata Power TSS Sirsi,7.425903188060024
2024-01-06,2024-01-06 09:00:00,9,Saturday,12140.6775,10209.4225,63.331,,0.0,37.17,delay_charge,50.83,20.0,thermal,Tata Power TSS Sirsi,37.99822887389438
2024-01-06,2024-01-06 10:00:00,10,Saturday,13775.2075,11407.4375,47.136,,0.0,20.42,delay_charge,67.58,41.0,thermal,Gogate Plaza,45.13786343292253
2024-01-06,2024-01-06 11:00:00,11,Saturday,14085.1225,12137.9,44.265,,0.0,10.18,delay_charge,77.82,62.0,thermal,Tata Power TSS Sirsi,33.102247901392715
2024-01-06,2024-01-06 12:00:00,12,Saturday,14335.325,12128.9975,44.233,,0.0,7.8,delay_charge,80.2,55.0,thermal,Gogate Plaza,70.61741580275321
2024-01-06,2024-01-06 13:00:00,13,Saturday,14268.0125,12094.9775,44.235,,0.0,31.5,delay_charge,74.5,47.0,thermal,ev_node_13625197611,76.01800789787103
2024-01-06,2024-01-06 14:00:00,14,Saturday,13883.9975,11691.9625,44.456,,0.0,38.46,delay_charge,67.54,40.0,thermal,Gogate Plaza,29.11600458144365
2024-01-06,2024-01-06 15:00:00,15,Saturday,13359.5075,11914.4975,45.68,,0.0,39.98,delay_charge,66.02,49.0,thermal,Gogate Plaza,62.51359738308789
2024-01-06,2024-01-06 16:00:00,16,Saturday,12305.25,11678.0,48.989,,0.0,23.2,delay_charge,64.8,50.0,thermal,Tata Power TSS Sirsi,88.07659028496462
2024-01-06,2024-01-06 17:00:00,17,Saturday,10749.4975,10578.515,116.202,,0.0,31.98,delay_charge,56.02,44.0,thermal,Tata Power TSS Sirsi,193.74875183679936
2024-01-06,2024-01-06 18:00:00,18,Saturday,9616.0825,9525.445,111.781,,0.0,45.23,flexible,42.77,37.0,thermal,Gogate Plaza,70.26870871925455
2024-01-06,2024-01-06 19:00:00,19,Saturday,9626.4325,9533.1625,113.13,,0.0,47.56,flexible,40.44,29.0,thermal,ev_node_5305546325,57.89731089129086
2024-01-06,2024-01-06 20:00:00,20,Saturday,9263.155,9674.0225,125.626,,0.0,67.32,flexible,20.68,21.0,thermal,Gogate Plaza,45.05626921483111
2024-01-06,2024-01-06 21:00:00,21,Saturday,8518.5275,9269.7675,123.211,,0.0,72.72,charge_now,15.28,25.0,thermal,ev_node_5305546325,76.83287019713231
2024-01-06,2024-01-06 22:00:00,22,Saturday,8676.2575,9060.990000000002,119.307,,0.0,70.52,flexible,17.48,27.0,thermal,Ather Grid,65.33090422359861
2024-01-06,2024-01-06 23:00:00,23,Saturday,8500.4175,8607.19,40.575,,0.0,75.85,charge_now,12.15,26.0,thermal,Gogate Plaza,52.3805863824572
2024-01-07,2024-01-07 00:00:00,0,Monday,7457.139999999999,8514.3025,24.97,,0.0,83.87,charge_now,22.13,13.0,thermal,Tata Power TSS Sirsi,58.819750920147854
2024-01-07,2024-01-07 01:00:00,1,Monday,7296.5425,7543.8975,22.479,,0.0,87.53,charge_now,18.47,11.0,thermal,ev_node_6128146875,84.43592843082186
2024-01-07,2024-01-07 02:00:00,2,Monday,7096.33,7221.452499999999,21.287,,0.0,85.04,charge_now,20.96,21.0,thermal,ev_node_6128170285,76.76963210353789
2024-01-07,2024-01-07 03:00:00,3,Monday,6816.84,7266.3475,22.262,,0.0,94.05,charge_now,11.95,12.0,thermal,,
2024-01-07,2024-01-07 04:00:00,4,Monday,7107.539999999999,7169.955,21.777,,0.0,91.99,charge_now,14.01,8.0,thermal,,
2024-01-07,2024-01-07 05:00:00,5,Monday,7513.799999999999,7594.317499999999,22.382,,0.0,85.0,charge_now,21.0,7.0,thermal,Ather Grid,70.40477334421804
2024-01-07,2024-01-07 06:00:00,6,Monday,8179.469999999999,8207.515,63.625,,0.0,57.03,flexible,30.97,13.0,thermal,Tata Power TSS Sirsi,88.98768105615358
2024-01-07,2024-01-07 07:00:00,7,Monday,9645.97,9716.875,68.75,,0.0,37.91,delay_charge,50.09,13.0,thermal,Tata Power TSS Sirsi,72.25789764584522
2024-01-07,2024-01-07 08:00:00,8,Monday,10714.32,9999.045,68.74,,0.0,32.24,delay_charge,55.76,15.0,thermal,Gogate Plaza,32.15090300178735
2024-01-07,2024-01-07 09:00:00,9,Monday,10870.21,11029.585,74.88,,0.0,29.82,delay_charge,58.18,14.0,thermal,Gogate Plaza,41.861931610307366
2024-01-07,2024-01-07 10:00:00,10,Monday,12401.7025,12037.2025,54.469,,0.0,13.8,delay_charge,74.2,15.0,thermal,Gogate Plaza,66.93372817439656
2024-01-07,2024-01-07 11:00:00,11,Monday,12072.875,11598.05,48.415,,0.0,14.28,delay_charge,73.72,21.0,thermal,Tata Power TSS Sirsi,43.890306690637175
2024-01-07,2024-01-07 12:00:00,12,Monday,11962.6175,11066.7425,47.162,,0.0,17.96,delay_charge,70.04,20.0,thermal,ev_node_5305546325,59.37287929215507
2024-01-07,2024-01-07 13:00:00,13,Monday,11499.225,11401.81,98.985,,0.0,37.01,delay_charge,68.99,21.0,thermal,Ola Hyper Charger,1.0445504486266108
2024-01-07,2024-01-07 14:00:00,14,Monday,10874.39,10356.5025,44.743,,0.0,38.44,delay_charge,67.56,22.0,thermal,Tata Power TSS Sirsi,29.81684829645542
2024-01-07,2024-01-07 15:00:00,15,Monday,10736.435,10489.0175,46.988,,0.0,45.17,flexible,60.83,21.0,thermal,Gogate Plaza,101.18000508554896
2024-01-07,2024-01-07 16:00:00,16,Monday,10098.1575,10273.45,51.862,,0.0,34.12,delay_charge,53.88,17.0,thermal,Tata Power TSS Sirsi,71.76465728123028
